GameId,TournamentName,StartDate,EndDate,Location,Teamplay,TotalUSDPrize
151,GSL January 2011 (Code S),2011-01-02,2011-01-29,Seoul South Korea,0,118364.41
151,GSL January 2011 (Code A),2011-01-02,2011-01-29,Seoul South Korea,0,11567.43
151,GSL March 2011 (Code S),2011-02-21,2011-03-19,Seoul South Korea,0,116046.45
151,GSL March 2011 (Code A),2011-02-21,2011-03-19,Seoul South Korea,0,11471.31
151,GSL World Championship Seoul 2011,2011-03-28,2011-04-09,Seoul South Korea,0,97882
151,GSL May 2011 (Code S),2011-04-18,2011-05-14,Seoul South Korea,0,121446.31
151,GSL May 2011 (Code A),2011-04-18,2011-05-14,Seoul South Korea,0,11868.64
151,GSL Super Tournament 2011,2011-05-23,2011-06-18,Seoul South Korea,0,185832.56
151,GSL July 2011 (Code S),2011-06-27,2011-07-30,Seoul South Korea,0,123866.95
151,GSL July 2011 (Code A),2011-06-27,2011-07-30,Seoul South Korea,0,12244.25
151,GSL August 2011 (Code S),2011-08-08,2011-09-10,Seoul South Korea,0,122551.35
151,GSL August 2011 (Code A),2011-08-08,2011-09-10,Seoul South Korea,0,11976.57
151,GSL October 2011 (Code S),2011-09-19,2011-10-22,Seoul South Korea,0,115052.73
151,GSL October 2011 (Code A),2011-09-19,2011-10-22,Seoul South Korea,0,11243.73
151,GSL November 2011 (Code S),2011-10-27,2011-12-07,Seoul South Korea,0,116860.67
151,Arena of Legends,2011-09-17,2011-10-02,South Korea (Online),0,5419.12
151,AoL: Team Ace Invitational,2011-11-03,2011-11-13,Busan South Korea (Online),0,17576.55
151,AoL: The King of Kongs,2012-01-02,2012-01-05,South Korea (Online),0,3148.79
151,GSL Blizzard Cup 2011,2011-12-12,2011-12-17,Seoul South Korea,0,58696.62
151,MLG Raleigh 2010 (StarCraft II),2010-08-27,2010-08-29,Raleigh North Carolina USA,0,7000
151,MLG D.C. 2010 (StarCraft II),2010-10-15,2010-10-17,Washington D.C. USA,0,7000
151,MLG Dallas 2010 (StarCraft II),2010-11-05,2010-11-07,Dallas Texas USA,0,17500
151,MLG Dallas 2011 (StarCraft II),2011-04-01,2011-04-03,Dallas Texas USA,0,14000
151,MLG Columbus 2011 (StarCraft II),2011-06-03,2011-06-05,Columbus Ohio USA,0,14000
151,MLG Anaheim 2011 (StarCraft II),2011-07-29,2011-07-31,Anaheim California USA,0,14000
151,MLG Raleigh 2011 (StarCraft II),2011-08-26,2011-08-28,Raleigh North Carolina USA,0,14000
151,MLG Orlando 2011 (StarCraft II),2011-10-14,2011-10-16,Orlando Florida USA,0,14000
151,MLG Providence 2011 (StarCraft II),2011-11-18,2011-11-20,Providence Rhode Island USA,0,120000
151,2011 MLG North American Invitational,2011-09-13,2011-10-27,Online (North America),0,3750
151,2011 MLG European Invitational,2011-09-15,2011-11-10,Online (Europe),0,3750
151,2011 MLG Korean Invitational,2011-09-20,2011-10-28,Online (South Korea),0,3750
151,2011 MLG Global Invitational Grand Finals,2011-11-18,2011-11-18,Providence Rhode Island,0,4000
156,MLG Dallas 2011 (Halo: Reach),2011-04-01,2011-04-03,Dallas Texas USA,1,56000
156,MLG Columbus 2011 (Halo: Reach),2011-06-03,2011-06-05,Columbus Ohio USA,1,56000
151,IEM VI - Cologne (StarCraft II),2011-08-17,2011-08-21,Cologne Germany,0,21000
151,IEM VI - Guangzhou (StarCraft II),2011-10-01,2011-10-05,Guangzhou China,0,21000
151,IEM VI - New York (StarCraft II),2011-10-13,2011-10-16,New York City NY USA,0,21000
151,IEM VI - Kiev (StarCraft II),2012-01-19,2012-01-22,Kiev Ukraine,0,21000
151,IEM VI - Sao Paulo (StarCraft II),2012-02-08,2012-02-11,Sao Paulo Brazil,0,21000
151,NASL Season 1,2011-04-12,2011-07-10,Online / Los Angeles California USA,0,100000
151,NASL Season 2 (Starcraft II),2011-08-30,2011-12-04,Online / Ontario California USA,0,100000
151,TSL 3,2011-03-19,2011-05-15,Online / New York City NY USA,0,34500
151,HomeStory Cup #1,2010-09-11,2010-09-12,Krefeld Germany,0,635.74
151,HomeStory Cup #2,2011-01-15,2011-01-16,Krefeld Germany,0,3748.93
151,HomeStory Cup #3,2011-06-23,2011-06-26,Krefeld Germany,0,5322.16
151,HomeStory Cup #4,2012-01-05,2012-01-08,Krefeld Germany,0,15000
151,ZOTAC Cup Starcraft II #1 (EU),2010-02-28,2010-02-28,Online (Europe),0,136.18
151,ZOTAC Cup Starcraft II #2 (EU),2010-03-07,2010-03-07,Online (Europe),0,136.24
151,ZOTAC Cup Starcraft II #3 (EU),2010-03-14,2010-03-14,Online (Europe),0,137.69
151,ZOTAC Cup Starcraft II #4 (EU),2010-03-21,2010-03-21,Online (Europe),0,135.34
151,ZOTAC Cup Starcraft II #5 (EU),2010-03-28,2010-03-28,Online (Europe),0,134.22
151,ZOTAC Cup Starcraft II #6 (EU),2010-04-04,2010-04-04,Online (Europe),0,135.02
151,ZOTAC Cup Starcraft II #7 (EU),2010-04-11,2010-04-11,Online (Europe),0,134.96
151,ZOTAC Cup Starcraft II #8 (EU),2010-04-18,2010-04-18,Online (Europe),0,135.94
151,ZOTAC Cup Starcraft II #9 (EU),2010-04-25,2010-04-25,Online (Europe),0,133.84
151,ZOTAC Cup Starcraft II #10 (EU),2010-05-02,2010-05-02,Online (Europe),0,132.9
151,ZOTAC Cup Starcraft II #11 (EU),2010-05-09,2010-05-09,Online (Europe),0,127.33
151,ZOTAC Cup Starcraft II #12 (EU),2010-05-16,2010-05-16,Online (Europe),0,123.8
151,ZOTAC Cup Starcraft II #13 (EU),2010-05-30,2010-05-30,Online (Europe),0,122.92
151,ZOTAC Cup Starcraft II #14 (EU),2010-06-06,2010-06-06,Online (Europe),0,119.69
151,ZOTAC Cup Starcraft II #15 (EU),2010-07-11,2010-07-11,Online (Europe),0,126.39
151,ZOTAC Cup Starcraft II #16 (EU),2010-07-18,2010-07-18,Online (Europe),0,129.29
151,ZOTAC Cup Starcraft II #17 (EU),2010-08-08,2010-08-08,Online (Europe),0,132.81
151,ZOTAC Cup Starcraft II #18 (EU),2010-08-15,2010-08-15,Online (Europe),0,127.57
151,ZOTAC Cup Starcraft II #19 (EU),2010-08-22,2010-08-22,Online (Europe),0,127.11
151,ZOTAC Cup Starcraft II #20 (EU),2010-08-29,2010-08-29,Online (Europe),0,127.67
151,ZOTAC Cup Starcraft II #21 (EU),2010-09-05,2010-09-05,Online (Europe),0,128.95
151,ZOTAC Cup Starcraft II #22 (EU),2010-09-12,2010-09-12,Online (Europe),0,127.15
151,ZOTAC Cup Starcraft II #23 (EU),2010-09-19,2010-09-19,Online (Europe),0,130.37
151,ZOTAC Cup Starcraft II #24 (EU),2010-09-26,2010-09-26,Online (Europe),0,134.87
151,ZOTAC Cup Starcraft II #25 (EU),2010-10-03,2010-10-03,Online (Europe),0,137.91
151,ZOTAC Cup Starcraft II #26 (EU),2010-10-10,2010-10-10,Online (Europe),0,139.15
151,ZOTAC Cup Starcraft II #27 (EU),2010-10-17,2010-10-17,Online (Europe),0,139.81
151,ZOTAC Cup Starcraft II #28 (EU),2010-10-24,2010-10-24,Online (Europe),0,139.54
151,ZOTAC Cup Starcraft II #29 (EU),2010-10-31,2010-10-31,Online (Europe),0,139.45
151,ZOTAC Cup Starcraft II #30 (EU),2010-11-07,2010-11-07,Online (Europe),0,140.67
151,ZOTAC Cup Starcraft II #31 (EU),2010-11-14,2010-11-14,Online (Europe),0,136.93
151,ZOTAC Cup Starcraft II #32 (EU),2010-11-21,2010-11-21,Online (Europe),0,136.8
151,ZOTAC Cup Starcraft II #33 (EU),2010-11-28,2010-11-28,Online (Europe),0,132.46
151,ZOTAC Cup Starcraft II #34 (EU),2010-12-05,2010-12-05,Online (Europe),0,133.68
151,ZOTAC Cup Starcraft II #35 (EU),2010-12-12,2010-12-12,Online (Europe),0,132.27
151,ZOTAC Cup Starcraft II #36 (EU),2010-12-19,2010-12-19,Online (Europe),0,131.51
151,ZOTAC Cup Starcraft II #37 (EU),2011-01-02,2011-01-02,Online (Europe),0,133.9
151,ZOTAC Cup Starcraft II #38 (EU),2011-01-09,2011-01-09,Online (Europe),0,129.06
151,ZOTAC Cup Starcraft II #39 (EU),2011-01-16,2011-01-16,Online (Europe),0,133.89
151,ZOTAC Cup Starcraft II #40 (EU),2011-01-23,2011-01-23,Online (Europe),0,136.2
151,ZOTAC Cup Starcraft II #41 (EU),2011-01-30,2011-01-30,Online (Europe),0,136.07
151,ZOTAC Cup Starcraft II #42 (EU),2011-02-06,2011-02-06,Online (Europe),0,135.77
151,ZOTAC Cup Starcraft II #43 (EU),2011-02-13,2011-02-13,Online (Europe),0,135.47
151,ZOTAC Cup Starcraft II #44 (EU),2011-02-20,2011-02-20,Online (Europe),0,136.89
151,ZOTAC Cup Starcraft II #45 (EU),2011-02-27,2011-02-27,Online (Europe),0,137.46
151,ZOTAC Cup Starcraft II #46 (EU),2011-03-06,2011-03-06,Online (Europe),0,139.79
151,ZOTAC Cup Starcraft II #47 (EU),2011-03-13,2011-03-13,Online (Europe),0,138.99
151,ZOTAC Cup Starcraft II #48 (EU),2011-03-20,2011-03-20,Online (Europe),0,141.72
151,ZOTAC Cup Starcraft II #49 (EU),2011-03-27,2011-03-27,Online (Europe),0,140.75
151,ZOTAC Cup Starcraft II #50 (EU),2011-04-03,2011-04-03,Online (Europe),0,142.34
151,ZOTAC Cup Starcraft II #51 (EU),2011-04-10,2011-04-10,Online (Europe),0,144.85
151,ZOTAC Cup Starcraft II #52 (EU),2011-04-17,2011-04-17,Online (Europe),0,144.31
151,ZOTAC Cup Starcraft II #53 (EU),2011-04-24,2011-04-24,Online (Europe),0,145.59
151,ZOTAC Cup Starcraft II #54 (EU),2011-05-01,2011-05-01,Online (Europe),0,148.05
151,ZOTAC Cup Starcraft II #55 (EU),2011-05-08,2011-05-08,Online (Europe),0,143.06
151,ZOTAC Cup Starcraft II #56 (EU),2011-05-15,2011-05-15,Online (Europe),0,141.05
151,ZOTAC Cup Starcraft II #57 (EU),2011-05-22,2011-05-22,Online (Europe),0,141.61
151,ZOTAC Cup Starcraft II #58 (EU),2011-05-29,2011-05-29,Online (Europe),0,143.18
151,ZOTAC Cup Starcraft II #59 (EU),2011-06-05,2011-06-05,Online (Europe),0,146.34
151,ZOTAC Cup Starcraft II #60 (EU),2011-06-12,2011-06-12,Online (Europe),0,143.46
151,ZOTAC Cup Starcraft II #61 (EU),2011-06-19,2011-06-19,Online (Europe),0,143.07
151,ZOTAC Cup Starcraft II #62 (EU),2011-06-26,2011-06-26,Online (Europe),0,141.92
151,ZOTAC Cup Starcraft II #63 (EU),2011-07-03,2011-07-03,Online (Europe),0,145.23
151,ZOTAC Cup Starcraft II #64 (EU),2011-07-10,2011-07-10,Online (Europe),0,142.65
151,ZOTAC Cup Starcraft II #65 (EU),2011-07-17,2011-07-17,Online (Europe),0,141.5
151,ZOTAC Cup Starcraft II #66 (EU),2011-07-24,2011-07-24,Online (Europe),0,143.57
151,ZOTAC Cup Starcraft II #67 (EU),2011-07-31,2011-07-31,Online (Europe),0,143.93
151,ZOTAC Cup Starcraft II #68 (EU),2011-08-07,2011-08-07,Online (Europe),0,142.76
151,ZOTAC Cup Starcraft II #69 (EU),2011-08-14,2011-08-14,Online (Europe),0,142.44
151,ZOTAC Cup Starcraft II #70 (EU),2011-08-21,2011-08-21,Online (Europe),0,143.95
151,ZOTAC Cup Starcraft II #71 (EU),2011-08-28,2011-08-28,Online (Europe),0,144.96
151,ZOTAC Cup Starcraft II #72 (EU),2011-09-04,2011-09-04,Online (Europe),0,142.01
151,ZOTAC Cup Starcraft II #73 (EU),2011-09-11,2011-09-11,Online (Europe),0,136.54
151,ZOTAC Cup Starcraft II #74 (EU),2011-09-18,2011-09-18,Online (Europe),0,137.97
151,ZOTAC Cup Starcraft II #75 (EU),2011-09-25,2011-09-25,Online (Europe),0,134.96
151,ZOTAC Cup Starcraft II #76 (EU),2011-10-02,2011-10-02,Online (Europe),0,133.83
151,ZOTAC Cup Starcraft II #77 (EU),2011-10-09,2011-10-09,Online (Europe),0,133.75
151,ZOTAC Cup Starcraft II #78 (EU),2011-10-16,2011-10-16,Online (Europe),0,138.75
151,ZOTAC Cup Starcraft II #79 (EU),2011-10-23,2011-10-23,Online (Europe),0,138.94
151,ZOTAC Cup Starcraft II #80 (EU),2011-10-30,2011-10-30,Online (Europe),0,141.56
151,ZOTAC Cup Starcraft II #81 (EU),2011-11-06,2011-11-06,Online (Europe),0,137.95
151,ZOTAC Cup Starcraft II #82 (EU),2011-11-13,2011-11-13,Online (Europe),0,137.44
151,ZOTAC Cup Starcraft II #83 (EU),2011-11-20,2011-11-20,Online (Europe),0,135.23
151,ZOTAC Cup Starcraft II #84 (EU),2011-11-27,2011-11-27,Online (Europe),0,132.37
151,ZOTAC Cup Starcraft II #85 (EU),2011-12-04,2011-12-04,Online (Europe),0,133.9
151,ZOTAC Cup Starcraft II #86 (EU),2011-12-11,2011-12-11,Online (Europe),0,133.85
151,ZOTAC Cup Starcraft II #87 (EU),2011-12-18,2011-12-18,Online (Europe),0,130.49
151,ZOTAC Cup Starcraft II #88 (EU),2012-01-08,2012-01-08,Online (Europe),0,127.21
151,ZOTAC Cup Starcraft II #89 (EU),2012-01-15,2012-01-15,Online (Europe),0,126.79
151,ZOTAC Cup Starcraft II #90 (EU),2012-01-22,2012-01-22,Online (Europe),0,129.32
151,ZOTAC Cup Starcraft II #91 (EU),2012-01-29,2012-01-29,Online (Europe),0,132.21
151,ZOTAC Cup Starcraft II #92 (EU),2012-02-05,2012-02-05,Online (Europe),0,131.5
151,ZOTAC Cup Starcraft II #93 (EU),2012-02-12,2012-02-12,Online (Europe),0,131.95
151,ZOTAC Cup Starcraft II #1 (NA),2011-05-14,2011-05-14,Online (North America),0,100
151,ZOTAC Cup Starcraft II #2 (NA),2011-05-21,2011-05-21,Online (North America),0,100
151,ZOTAC Cup Starcraft II #3 (NA),2011-05-28,2011-05-28,Online (North America),0,100
151,ZOTAC Cup Starcraft II #4 (NA),2011-05-28,2011-05-28,Online (North America),0,100
151,ZOTAC Cup Starcraft II #5 (NA),2011-06-11,2011-06-11,Online (North America),0,100
151,ZOTAC Cup Starcraft II #6 (NA),2011-06-18,2011-06-18,Online (North America),0,100
151,ZOTAC Cup Starcraft II #7 (NA),2011-06-25,2011-06-25,Online (North America),0,100
151,ZOTAC Cup Starcraft II #8 (NA),2011-07-02,2011-07-02,Online (North America),0,100
151,ZOTAC Cup Starcraft II #9 (NA),2011-07-09,2011-07-09,Online (North America),0,100
151,ZOTAC Cup Starcraft II #10 (NA),2011-07-16,2011-07-16,Online (North America),0,100
151,ZOTAC Cup Starcraft II #11 (NA),2011-07-23,2011-07-23,Online (North America),0,100
151,ZOTAC Cup Starcraft II #12 (NA),2011-07-30,2011-07-30,Online (North America),0,100
151,ZOTAC Cup Starcraft II #13 (NA),2011-08-06,2011-08-06,Online (North America),0,100
151,ZOTAC Cup Starcraft II #14 (NA),2011-08-13,2011-08-13,Online (North America),0,100
151,ZOTAC Cup Starcraft II #15 (NA),2011-08-20,2011-08-20,Online (North America),0,100
151,ZOTAC Cup Starcraft II #16 (NA),2011-08-27,2011-08-27,Online (North America),0,100
151,ZOTAC Cup Starcraft II #17 (NA),2011-09-03,2011-09-03,Online (North America),0,100
151,ZOTAC Cup Starcraft II #18 (NA),2011-09-10,2011-09-10,Online (North America),0,100
151,ZOTAC Cup Starcraft II #19 (NA),2011-09-17,2011-09-17,Online (North America),0,100
151,ZOTAC Cup Starcraft II #20 (NA),2011-09-24,2011-09-24,Online (North America),0,100
151,ZOTAC Cup Starcraft II #21 (NA),2011-10-01,2011-10-01,Online (North America),0,100
151,ZOTAC Cup Starcraft II #22 (NA),2011-10-08,2011-10-08,Online (North America),0,100
151,ZOTAC Cup Starcraft II #23 (NA),2011-10-15,2011-10-15,Online (North America),0,100
151,ZOTAC Cup Starcraft II #24 (NA),2011-10-22,2011-10-22,Online (North America),0,100
151,ZOTAC Cup Starcraft II #25 (NA),2011-10-29,2011-10-29,Online (North America),0,100
151,ZOTAC Cup Starcraft II #26 (NA),2011-11-05,2011-11-05,Online (North America),0,100
151,ZOTAC Cup Starcraft II #27 (NA),2011-11-12,2011-11-12,Online (North America),0,100
151,ZOTAC Cup Starcraft II #28 (NA),2011-11-19,2011-11-19,Online (North America),0,100
151,ZOTAC Cup Starcraft II #29 (NA),2011-11-26,2011-11-26,Online (North America),0,100
151,ZOTAC Cup Starcraft II #30 (NA),2011-12-03,2011-12-03,Online (North America),0,100
151,ZOTAC Cup Starcraft II #31 (NA),2011-12-10,2011-12-10,Online (North America),0,100
151,ZOTAC Cup Starcraft II #32 (NA),2011-12-17,2011-12-17,Online (North America),0,100
151,ZOTAC Cup Starcraft II #33 (NA),2012-01-07,2012-01-07,Online (North America),0,100
151,ZOTAC Cup Starcraft II #34 (NA),2012-01-14,2012-01-14,Online (North America),0,100
151,ZOTAC Cup Starcraft II #35 (NA),2012-01-21,2012-01-21,Online (North America),0,100
151,ZOTAC Cup Starcraft II #36 (NA),2012-01-28,2012-01-28,Online (North America),0,100
151,ZOTAC Cup Starcraft II #37 (NA),2012-02-04,2012-02-04,Online (North America),0,100
151,ZOTAC Cup Starcraft II #38 (NA),2012-02-11,2012-02-11,Online (North America),0,100
151,Sennheiser Cup Season 1 #1,2011-02-05,2011-02-05,Online (Europe),0,135.81
151,Sennheiser Cup Season 1 #2,2011-02-12,2011-02-12,Online (Europe),0,135.48
151,Sennheiser Cup Season 1 #3,2011-02-19,2011-02-19,Online (Europe),0,136.93
151,Sennheiser Cup Season 1 #4,2011-02-26,2011-02-26,Online (Europe),0,137.46
151,Sennheiser Cup Season 1 #5,2011-03-05,2011-03-05,Online (Europe),0,139.79
151,Sennheiser Cup Season 1 #6,2011-03-12,2011-03-12,Online (Europe),0,138.99
151,Sennheiser Cup Season 1 #7,2011-03-19,2011-03-19,Online (Europe),0,141.82
151,Sennheiser Cup Season 1 #8,2011-03-26,2011-03-26,Online (Europe),0,140.88
151,Sennheiser Cup Season 1 #9,2011-04-09,2011-04-09,Online (Europe),0,144.76
151,Sennheiser Cup Season 1 #10,2011-04-16,2011-04-16,Online (Europe),0,144.29
151,Sennheiser Cup Season 1 #11,2011-04-23,2011-04-23,Online (Europe),0,145.47
151,Sennheiser Cup Season 1 #12,2011-04-30,2011-04-30,Online (Europe),0,148.08
151,Sennheiser Cup Season 1 #13,2011-05-07,2011-05-07,Online (Europe),0,143.06
151,Sennheiser Cup Season 1 #14,2011-05-14,2011-05-14,Online (Europe),0,141.19
151,Sennheiser Cup Season 1 #15,2011-05-21,2011-05-21,Online (Europe),0,141.59
151,Sennheiser Cup Season 1 #16,2011-05-28,2011-05-28,Online (Europe),0,143.17
151,Sennheiser Cup Season 1 Playoffs,2011-06-11,2011-08-20,Online / Cologne Germany,0,4894.3
151,HDH Invitational #1,2010-04-21,2010-05-23,Online (North America),0,3450
157,DreamHack Summer 2010 (Quake Live Duel),2010-06-18,2010-06-21,J?k?ing Sweden,0,6511.8
157,DreamHack Winter 2010 (Quake Live Duel),2010-11-25,2010-11-28,J?k?ing Sweden,0,10004.29
157,DreamHack Summer 2011 (Quake Live Duel),2011-06-18,2011-06-21,J?k?ing Sweden,0,6290.75
157,DreamHack Winter 2011 (Quake Live Duel),2011-11-24,2011-11-27,J?k?ing Sweden,0,7847.44
157,Dreamhack Winter 2009 (Quake Live Duel),2009-11-26,2009-11-27,J?k?ing Sweden,0,7172.6
157,DreamHack Summer 2011 (Quake Live TDM),2011-06-18,2011-06-21,J?k?ing Sweden,1,6290.75
157,DreamHack Winter 2011 (Quake Live TDM),2011-11-24,2011-11-27,J?k?ing Sweden,1,8560.85
151,DreamHack Winter 2010 (StarCraft II),2010-11-25,2010-11-28,J?k?ing Sweden,0,21437.76
151,DreamHack Stockholm Invitational,2011-04-12,2011-04-12,Stockholm Sweden,0,15872.8
151,DreamHack Summer 2011 (StarCraft II),2011-06-18,2011-06-21,J?k?ing Sweden,0,29566.5
151,DreamHack Summer 2011 - BYOC #2 Qualifier,2011-06-19,2011-06-19,J?k?ing Sweden,0,943.61
151,DreamHack Summer 2011 - BYOC #3 Qualifier,2011-06-20,2011-06-20,J?k?ing Sweden,0,943.61
151,DreamHack Coin Toss Tournament,2011-03-29,2011-03-29,Online (Europe),0,1573.06
151,DreamHack Valencia Invitational,2011-09-17,2011-09-17,Valencia Spain,0,15113.62
151,DreamHack Winter 2011 (StarCraft II),2011-11-24,2011-11-27,J?k?ing Sweden,0,57072.34
151,WCG 2011 (StarCraft II),2011-12-08,2011-12-11,Busan South Korea,0,27000
151,IGN Pro League Season 1,2011-04-21,2011-05-01,Online (North America),0,5000
151,IGN Pro League Season 2,2011-07-14,2011-08-14,Online (North America),0,50000
151,IGN Pro League Season 3 (Starcraft II),2011-10-06,2011-10-09,Atlantic City New Jersey United States,0,100000
151,IGN Pro League Season 3 (Starcraft II Pool Play),2011-10-06,2011-10-09,Atlantic City New Jersey United States,0,4500
158,WCG 2011 (WarCraft III),2011-12-08,2011-12-11,Busan South Korea,0,14000
158,WCG 2010 (WarCraft III),2010-09-30,2010-10-03,Los Angeles California USA,0,11000
158,WCG 2009 (WarCraft III),2009-11-11,2009-11-15,Chengdu Sichuan China,0,23000
158,WCG 2008 (WarCraft III),2008-11-05,2008-11-09,Cologne Germany,0,29500
158,WCG 2007 (WarCraft III),2007-10-03,2007-10-07,Seattle Washington USA,0,33000
158,WCG 2006 (WarCraft III),2006-10-18,2006-10-22,Monza Italy,0,43000
158,WCG 2005 (WarCraft III),2005-11-16,2005-11-20,Suntec City Singapore,0,35000
158,WCG 2004 (WarCraft III),2004-10-06,2004-10-10,San Francisco California USA,0,40000
158,WCG 2003 (WarCraft III),2003-10-12,2003-10-18,Seoul South Korea,0,35000
158,World e-Sports Games I (WarCraft III),2005-01-30,2005-03-20,Seoul South Korea / Beijing China,0,45000
158,World e-Sports Games II (WarCraft III),2005-05-29,2005-07-03,Seoul South Korea,0,45000
158,World e-Sports Games III (WarCraft III),2005-10-19,2005-12-11,Seoul South Korea,0,43000
158,ESWC 2003 (WarCraft III),2003-07-08,2003-07-13,Poitiers France,0,20000
158,ESWC 2004 (WarCraft III),2004-07-07,2004-07-11,Poitiers France,0,25000
158,ESWC 2005 (WarCraft III),2005-07-06,2005-07-10,Paris France,0,40000
158,ESWC 2006 (WarCraft III),2006-06-28,2006-07-02,Paris France,0,40000
158,ESWC 2007 (WarCraft III),2007-07-05,2007-07-08,Paris France,0,19000
158,ESWC 2008 (WarCraft III),2008-08-25,2008-08-27,San Jos?California USA,0,23000
158,ESWC 2009 Masters of Cheonan (WarCraft III),2009-05-02,2009-05-06,Cheonan South Korea,0,15000
158,ESWC 2010 (WarCraft III),2010-06-30,2010-07-04,Paris France,0,14000
151,ESWC 2011 (StarCraft II),2011-10-21,2011-10-25,Paris France,0,66000
152,ESWC 2009 Masters of Cheonan (SC:BW),2009-05-02,2009-05-06,Cheonan South Korea,0,9000
152,TSL 1,2008-03-31,2008-06-02,Online (North America),0,10000
152,TSL 2,2009-11-21,2010-02-28,Online (North America),0,22500
158,DreamHack Summer 2009 (WarCraft III),2009-06-13,2009-06-16,J?k?ing Sweden,0,4214.94
159,DreamHack Winter 2008 (Quake III Arena vQ3),2008-11-27,2008-11-29,J?k?ing Sweden,0,1846.81
159,DreamHack Winter 2008 (Quake III Arena CPM),2008-11-27,2008-11-30,J?k?ing Sweden,0,1973.39
160,DreamHack Winter 2008 (QuakeWorld 2v2),2008-11-27,2008-11-30,J?k?ing Sweden,1,2775.07
158,DreamHack Winter 2008 (WarCraft III),2008-11-27,2008-11-30,J?k?ing Sweden,0,4070.11
163,DreamHack Winter 2008 (DotA),2008-11-27,2008-11-30,J?k?ing Sweden,1,5303.47
162,DreamHack Winter 2008 (Counter-Strike),2008-11-27,2008-11-30,J?k?ing Sweden,1,24667.3
152,DreamHack Summer 2008 (StarCraft: Brood War),2008-06-14,2008-06-17,J?k?ing Sweden,0,3316.53
158,DreamHack Summer 2008 (WarCraft III),2008-06-14,2008-06-17,J?k?ing Sweden,0,5472.28
163,DreamHack Summer 2008 (DotA),2008-06-14,2008-06-17,J?k?ing Sweden,1,7130.54
162,DreamHack Summer 2008 (Counter-Strike),2008-06-14,2008-06-17,J?k?ing Sweden,1,16831.41
158,DreamHack Winter 2007 (WarCraft III),2007-11-29,2007-12-02,J?k?ing Sweden,0,5164.65
163,DreamHack Winter 2007 (DotA),2007-11-29,2007-12-02,J?k?ing Sweden,1,8138.22
162,DreamHack Winter 2007 (Counter-Strike),2007-11-29,2007-12-02,J?k?ing Sweden,1,31300.87
158,DreamHack Summer 2007 (WarCraft III),2007-06-13,2007-06-16,J?k?ing Sweden,0,4689.77
158,WEG Masters (WarCraft III),2006-04-21,2006-05-03,Hangzhou China,0,42000
158,WEG e-Stars 2007 (WarCraft III),2007-08-10,2007-08-12,Seoul South Korea,0,38000
158,WEG e-Stars 2008 (WarCraft III),2008-07-24,2008-07-27,Seoul South Korea,0,18000
158,WEG e-Stars 2009: Continental Cup (WarCraft III),2009-07-24,2009-07-26,Seoul South Korea,0,7222.53
158,WEG e-Stars 2009: King of the Game (WarCraft III),2009-07-24,2009-07-26,Seoul South Korea,0,9228.8
158,WEG e-Stars 2010: Continental Cup (WarCraft III),2010-08-13,2010-08-15,Seoul South Korea,0,34211.88
158,WEG e-Stars 2010: King of the Game (WarCraft III),2010-08-13,2010-08-15,Seoul South Korea,0,18584.22
158,IEM V - Shanghai (WarCraft III),2010-07-29,2010-08-01,Shanghai China,0,5000
163,IEM V - Shanghai (DotA),2010-07-29,2010-08-01,Shanghai China,1,12000
162,IEM V - Shanghai (Counter-Strike),2010-07-29,2010-08-01,Shanghai China,1,40000
151,IEM V - Cologne (StarCraft II),2010-08-18,2010-08-22,Cologne Germany,0,15000
157,IEM V - Cologne (Quake Live),2010-08-18,2010-08-22,Cologne Germany,0,9600
151,IEM V - American Championships (StarCraft II),2010-10-08,2010-10-10,New York City New York USA,0,10000
157,IEM V - American Championships (Quake Live),2010-10-08,2010-10-10,New York City New York USA,0,8000
162,IEM V - American Championships (Counter-Strike),2010-10-08,2010-10-10,New York City New York USA,1,26000
151,IEM V - European Championships (StarCraft II),2011-01-20,2011-01-23,Kiev Ukraine,0,18000
157,IEM V - European Championships (Quake Live),2011-01-20,2011-01-23,Kiev Ukraine,0,11000
162,IEM V - European Championships (Counter-Strike),2011-01-20,2011-01-23,Kiev Ukraine,1,50000
151,IEM V - World Championships (StarCraft II),2011-03-01,2011-03-05,Hanover Germany,0,30000
157,IEM V - World Championships (Quake Live),2011-03-01,2011-03-05,Hanover Germany,0,20000
162,IEM V - World Championships (Counter-Strike),2011-03-01,2011-03-05,Hanover Germany,1,80000
164,IEM V - World Championships (LoL),2011-03-04,2011-03-04,Hanover Germany,1,13500
151,GSL Season 1 2012 (Code S),2012-01-09,2012-03-03,Seoul South Korea,0,118369.71
151,MLG Winter Arena 2012,2012-02-24,2012-02-26,New York City New York USA,0,26400
158,Assembly Winter 2008 (WarCraft III),2008-03-22,2008-03-24,Tampere Finland,0,1847.11
162,Assembly Winter 2008 (Counter-Strike),2008-03-22,2008-03-24,Tampere Finland,1,11929.24
158,Assembly Summer 2008 (WarCraft III),2008-07-31,2008-08-03,Helsinki Finland,0,1244.8
162,Assembly Summer 2008 (Counter-Strike),2008-07-31,2008-08-03,Helsinki Finland,1,5757.2
162,Assembly Winter 2009 (Counter-Strike),2009-02-20,2009-02-22,Tampere Finland,1,4043.8
162,Assembly Winter 2010 (Counter-Strike),2010-01-22,2010-01-24,Helsinki Finland,1,3320.31
